   56     64.6605     39.9349
   56     129.091     204.762
   57     129.091     204.762
   57     129.091     204.762
   57     80.8311     31.6242
   58     80.8311     31.6242
   58     80.8311     31.6242
   58     197.665     177.771
   59     197.665     177.771
   59     197.665     177.771
   59      331.15     173.787
   60      331.15     173.787
   60      331.15     173.787
   60     165.557     292.238
   61     165.557     292.238
   61     165.557     292.238
   61     327.236     101.966
   62     327.236     101.966
   62     327.236     101.966
   62     268.541     205.345
   63     268.541     205.345
   63     268.541     205.345
   63     311.877     236.228
   64     311.877     236.228
   64     311.877     236.228
   64     321.616     100.777
   65     321.616     100.777
   65     321.616     100.777
   65     242.861     14.5974
   66     242.861     14.5974
   66     242.861     14.5974
   66     135.106     34.7234
   67     135.106     34.7234
   67     135.106     34.7234
   67     226.698     246.405
   68     226.698     246.405
   68     226.698     246.405
   68     285.396     336.624
   69     285.396     336.624
   69     285.396     336.624
   69     247.488      93.451
   70     247.488      93.451
   70     247.488      93.451
   70     42.4424     331.137
   71     42.4424     331.137
   71     42.4424     331.137
   71     234.683     110.488
   72     234.683     110.488
   73     203.505      181.07
   73     203.505      181.07
   73     353.207     129.351
   74     353.207     129.351
   74     353.207     129.351
   74     186.632      354.05
   75     186.632      354.05
   75     186.632      354.05
   75     145.779     35.2947
   76     145.779     35.2947
   76     145.779     35.2947
   76      320.91     88.6062
   77      320.91     88.6062
   77      320.91     88.6062
   77     262.547     144.159
   78     262.547     144.159
   78     262.547     144.159
   78     128.957     17.2834
   79     128.957     17.2834
   79     128.957     17.2834
   79     73.0696     287.988
   80     73.0696     287.988
   80     73.0696     287.988
   80     51.5497     23.9029
   81     51.5497     23.9029
   81     51.5497     23.9029
   81     224.513     50.7859
   82     224.513     50.7859
   82     224.513     50.7859
   82     76.1286     121.124
   83     76.1286     121.124
   83     76.1286     121.124
   83     73.1565     117.853
   84     73.1565     117.853
   84     73.1565     117.853
   84     110.729     251.496
   85     110.729     251.496
   85     110.729     251.496
   85     165.231     27.2874
   86     165.231     27.2874
   86     165.231     27.2874
   86     120.071     195.526
   87     120.071     195.526
   87     120.071     195.526
   87     344.325     131.134
   88     344.325     131.134
   88     344.325     131.134
   88     184.156     61.4692
   89     184.156     61.4692
   89     184.156     61.4692
   89      178.31     123.634
   90      178.31     123.634
   90     267.948     28.5646
   91     267.948     28.5646
   91     267.948     28.5646
   91     163.264      322.13
   92     163.264      322.13
   92     163.264      322.13
   92     140.215     327.941
   93     140.215     327.941
   93     140.215     327.941
   93     45.9357     30.0711
   94     45.9357     30.0711
   94     45.9357     30.0711
   94     37.8538     113.501
   95     37.8538     113.501
   95     37.8538     113.501
   95      235.88     281.662
   96      235.88     281.662
   96      235.88     281.662
   96     107.808     298.004
   97     107.808     298.004
   97     107.808     298.004
   97     287.582     356.147
   98     287.582     356.147
   98     287.582     356.147
   98      293.92     230.792
   99      293.92     230.792
   99      293.92     230.792
   99     306.571     272.957
  100     306.571     272.957
  100     306.571     272.957
  100     117.189     199.125
  101     117.189     199.125
  101     117.189     199.125
